x,y
-1,0.0384615
-0.997998,0.311815
-0.995996,0.560339
-0.993994,0.785454
-0.991992,0.988516
-0.98999,1.17083
-0.987988,1.33363
-0.985986,1.4781
-0.983984,1.60539
-0.981982,1.71657
-0.97998,1.81268
-0.977978,1.89471
-0.975976,1.96359
-0.973974,2.02022
-0.971972,2.06546
-0.96997,2.10012
-0.967968,2.12496
-0.965966,2.14073
-0.963964,2.14813
-0.961962,2.14781
-0.95996,2.14041
-0.957958,2.12653
-0.955956,2.10672
-0.953954,2.08152
-0.951952,2.05145
-0.94995,2.01697
-0.947948,1.97855
-0.945946,1.9366
-0.943944,1.89153
-0.941942,1.84372
-0.93994,1.79352
-0.937938,1.74127
-0.935936,1.68729
-0.933934,1.63185
-0.931932,1.57525
-0.92993,1.51773
-0.927928,1.45954
-0.925926,1.4009
-0.923924,1.34201
-0.921922,1.28308
-0.91992,1.22427
-0.917918,1.16575
-0.915916,1.10768
-0.913914,1.05019
-0.911912,0.993401
-0.90991,0.937441
-0.907908,0.882411
-0.905906,0.828405
-0.903904,0.775511
-0.901902,0.723804
-0.8999,0.673352
-0.897898,0.624216
-0.895896,0.576447
-0.893894,0.530091
-0.891892,0.485185
-0.88989,0.441763
-0.887888,0.399849
-0.885886,0.359464
-0.883884,0.320622
-0.881882,0.283334
-0.87988,0.247605
-0.877878,0.213435
-0.875876,0.180821
-0.873874,0.149756
-0.871872,0.120231
-0.86987,0.0922312
-0.867868,0.0657402
-0.865866,0.0407386
-0.863864,0.0172046
-0.861862,-0.00488583
-0.85986,-0.0255589
-0.857858,-0.0448428
-0.855856,-0.0627673
-0.853854,-0.0793636
-0.851852,-0.0946645
-0.84985,-0.108704
-0.847848,-0.121516
-0.845846,-0.133138
-0.843844,-0.143606
-0.841842,-0.152956
-0.83984,-0.161227
-0.837838,-0.168456
-0.835836,-0.174682
-0.833834,-0.179944
-0.831832,-0.18428
-0.82983,-0.187729
-0.827828,-0.190329
-0.825826,-0.192119
-0.823824,-0.193136
-0.821822,-0.193419
-0.81982,-0.193005
-0.817818,-0.191931
-0.815816,-0.190233
-0.813814,-0.187947
-0.811812,-0.185109
-0.80981,-0.181754
-0.807808,-0.177915
-0.805806,-0.173626
-0.803804,-0.168919
-0.801802,-0.163827
-0.7998,-0.158379
-0.797798,-0.152608
-0.795796,-0.146541
-0.793794,-0.140208
-0.791792,-0.133636
-0.78979,-0.126851
-0.787788,-0.119881
-0.785786,-0.11275
-0.783784,-0.105481
-0.781782,-0.0980992
-0.77978,-0.0906258
-0.777778,-0.0830823
-0.775776,-0.0754894
-0.773774,-0.0678666
-0.771772,-0.0602328
-0.76977,-0.0526058
-0.767768,-0.0450025
-0.765766,-0.037439
-0.763764,-0.0299307
-0.761762,-0.0224919
-0.75976,-0.0151361
-0.757758,-0.00787625
-0.755756,-0.000724179
-0.753754,0.00630894
-0.751752,0.0132127
-0.74975,0.0199775
-0.747748,0.0265945
-0.745746,0.0330555
-0.743744,0.039353
-0.741742,0.0454803
-0.73974,0.0514314
-0.737738,0.0572007
-0.735736,0.0627835
-0.733734,0.0681756
-0.731732,0.0733733
-0.72973,0.0783738
-0.727728,0.0831745
-0.725726,0.0877735
-0.723724,0.0921693
-0.721722,0.0963611
-0.71972,0.100348
-0.717718,0.104131
-0.715716,0.10771
-0.713714,0.111086
-0.711712,0.11426
-0.70971,0.117234
-0.707708,0.120009
-0.705706,0.122589
-0.703704,0.124975
-0.701702,0.127171
-0.6997,0.12918
-0.697698,0.131006
-0.695696,0.132652
-0.693694,0.134122
-0.691692,0.135421
-0.68969,0.136553
-0.687688,0.137523
-0.685686,0.138334
-0.683684,0.138993
-0.681682,0.139505
-0.67968,0.139874
-0.677678,0.140106
-0.675676,0.140206
-0.673674,0.14018
-0.671672,0.140033
-0.66967,0.139771
-0.667668,0.139399
-0.665666,0.138923
-0.663664,0.13835
-0.661662,0.137684
-0.65966,0.136931
-0.657658,0.136096
-0.655656,0.135187
-0.653654,0.134208
-0.651652,0.133164
-0.64965,0.132062
-0.647648,0.130906
-0.645646,0.129703
-0.643644,0.128457
-0.641642,0.127174
-0.63964,0.125859
-0.637638,0.124516
-0.635636,0.123152
-0.633634,0.121771
-0.631632,0.120377
-0.62963,0.118976
-0.627628,0.117571
-0.625626,0.116168
-0.623624,0.11477
-0.621622,0.113382
-0.61962,0.112007
-0.617618,0.11065
-0.615616,0.109314
-0.613614,0.108003
-0.611612,0.106721
-0.60961,0.10547
-0.607608,0.104253
-0.605606,0.103075
-0.603604,0.101937
-0.601602,0.100843
-0.5996,0.0997941
-0.597598,0.098794
-0.595596,0.0978446
-0.593594,0.0969479
-0.591592,0.096106
-0.58959,0.0953207
-0.587588,0.0945937
-0.585586,0.0939264
-0.583584,0.0933205
-0.581582,0.0927769
-0.57958,0.092297
